3	0.1	0.54	0.3	0.39	0.55	50	50	50	50	100	50	50	50	50	100
3	0.09	0.53	0.39	0.37	0.56	0	100	100	100	0	0	0	0	0	0
3	0.09	0.48	0.22	0.39	0.54	0	0	100	100	100	0	0	0	0	0
1	0.03	0.01	0.03	0.09	0.07	320	320	320	320	320	0	0	0	0	0
1	0.01	0	0.1	0.13	0.03	0	500	500	600	500	0	0	0	0	0
1	0.04	0	0.11	0.17	0	550	550	550	550	0	0	0	0	0	0
2	0.02	0.01	0.01	0.27	0.03	625	625	625	625	0	0	0	625	0	0
2	0.02	0	0.03	0.08	0.05	0	300	300	300	300	0	300	0	0	0
2	0.04	0.01	0.12	0.27	0.01	100	300	300	100	100	0	0	0	0	0
2	0.02	0.01	0.13	0.16	0.03	900	500	500	0	0	0	500	0	0	0
2	0	0	0.12	0.15	0.07	200	300	0	200	0	0	0	0	0	0
3	0.02	0.01	0.05	0.1	0.03	500	1000	500	0	500	0	0	0	0	0
3	0.03	0	0.11	0.36	0.02	400	700	700	100	0	400	700	700	100	0
3	0.05	0.01	0	0.12	0.01	180	180	180	180	180	0	0	0	0	0
3	0.05	0	0.06	0.22	0.05	340	680	0	340	340	0	0	0	0	0
1	0.04	0.79	0.71	0.43	0.43	0	350	350	350	350	0	350	350	0	0
1	0.02	0.88	0.84	0.38	0.51	0	0	200	100	200	0	0	0	0	0
2	0.01	0.87	0.86	0.44	0.61	0	350	350	350	350	0	0	0	0	0
2	0.03	0.84	0.83	0.48	0.7	0	100	100	100	0	0	0	0	0	0
3	0	0.84	0.78	0.46	0.73	0	200	200	200	200	0	0	0	0	0
3	0.01	0.8	0.89	0.53	0.65	0	400	400	400	100	0	400	0	0	0
1	0.88	0.97	0.91	1	0.93	1400	1400	1400	0	0	1400	1400	1400	0	0
2	0.82	0.93	0.93	0.7	0.57	1300	1300	1300	200	0	1300	1300	1300	200	0
2	0.68	0.94	0.79	0.79	0.71	1150	1150	1150	0	1150	1150	1150	1150	0	1150
2	0.59	0.9	0.92	0.91	0.8	800	800	800	800	0	800	800	800	800	0
2	0.71	0.87	0.99	0.74	0.71	1100	1100	1100	0	0	1100	1100	1100	0	0
2	0.8	0.98	0.99	0.98	0.63	1100	1100	1100	0	0	1100	1100	1100	0	0
2	0.82	0.97	0.89	0.84	1	1300	1300	0	1300	0	1300	1300	0	1300	0
3	0.74	0.86	0.91	0.91	0.67	500	600	0	0	0	500	600	0	0	0
3	0.84	1	0.94	0.84	0.57	1300	500	0	0	500	1300	500	0	0	500
3	0.72	0.99	0.76	0.9	0.8	800	1000	600	800	0	800	1000	600	800	0
3	0.68	0.89	1	0.77	0.55	0	600	600	0	600	0	600	600	0	600
3	0.7	0.99	0.96	0.87	0.61	700	700	700	0	0	700	700	700	0	0
1	0.27	0.35	0.3	0.24	0.04	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
1	0.29	0.37	0.35	0.39	0.08	720	720	720	720	720	720	720	720	720	720
2	0.28	0.36	0.18	0.3	0.06	360	360	360	360	360	0	0	0	0	0
2	0.28	0.36	0.34	0.23	0.08	1120	1120	1120	1120	1120	1120	1120	1120	1120	1120
2	0.39	0.43	0.36	0.33	0.04	520	520	520	520	520	0	520	520	520	520
2	0.29	0.33	0.31	0.4	0.05	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160
2	0.29	0.37	0.32	0.54	0.04	1120	1120	1120	1120	1120	0	0	0	0	0
3	0.34	0.37	0.32	0.35	0.06	340	340	340	340	340	0	0	0	0	0
3	0.32	0.4	0.34	0.48	0.05	680	680	680	680	680	680	680	680	680	680
3	0.25	0.36	0.28	0.42	0.02	780	780	780	780	780	780	780	780	780	780
3	0.3	0.35	0.21	0.32	0.04	0	300	300	300	0	0	0	0	0	0
3	0.31	0.38	0.31	0.33	0.05	360	360	360	360	360	360	360	360	360	360
2	0.77	0.68	0.98	0.92	0.01	0	0	0	100	0	0	0	0	0	0
2	1	0.88	0.8	0.79	0.02	0	0	0	0	100	0	0	0	0	0
3	0.98	0.99	0.92	0.97	0.02	0	0	100	100	100	0	0	0	0	0
3	0.88	0.84	0.96	0.8	0.01	0	100	0	0	100	0	0	0	0	0
1	0.52	0.86	0.91	0.03	0.01	320	320	320	320	320	0	0	0	0	0
1	0.38	0.94	0.86	0.07	0.01	680	680	680	680	680	680	680	680	680	680
1	0.56	0.9	0.82	0.05	0	200	200	200	200	200	0	0	0	0	0
2	0.39	0.85	0.89	0	0.01	320	320	320	320	320	0	0	0	0	0
2	0.32	0.75	0.74	0.03	0	240	240	240	240	240	240	0	240	0	0
2	0.58	0.93	0.82	0.09	0.02	280	280	280	280	280	0	0	0	0	0
2	0.49	0.94	0.87	0.02	0.01	580	580	580	580	580	580	580	580	580	580
2	0.34	0.9	0.9	0.03	0.02	560	560	560	560	560	560	560	560	560	560
2	0.4	0.85	0.65	0.04	0.01	320	320	320	320	320	0	0	0	0	0
3	0.31	0.82	0.76	0.02	0	280	280	280	280	280	0	0	0	0	0
3	0.65	0.94	0.84	0.01	0.01	520	520	520	520	520	0	0	0	0	0
3	0.52	0.87	0.86	0.03	0.01	800	800	800	800	800	800	800	800	800	800
3	0.53	0.8	0.68	0.1	0.01	660	660	660	660	660	660	660	660	660	660
3	0.56	0.89	0.87	0.04	0.01	500	500	500	500	500	500	500	500	500	500
1	0.12	0.48	0.55	0.56	0.11	0	0	50	0	50	0	0	0	0	0
1	0.17	0.53	0.58	0.68	0.1	0	100	100	0	0	0	0	0	0	0
3	0.28	0.56	0.45	0.55	0.08	0	100	100	100	0	0	0	0	0	0
3	0.42	0.67	0.6	0.62	0.08	100	100	100	100	100	100	100	100	100	100
1	0.49	0.99	0.98	0.47	0.13	100	0	100	0	100	0	0	0	0	0
3	0.58	0.98	0.97	0.43	0.12	0	100	100	100	100	0	100	100	100	100
1	0.18	0.16	0.09	0.04	0	0	50	100	50	0	0	0	0	0	0
1	0.18	0.16	0.09	0.14	0	100	100	100	100	0	0	0	0	0	0
1	0.2	0.16	0.15	0.34	0	0	50	50	50	50	0	0	0	0	0
1	0.24	0.28	0.16	0.13	0	0	0	100	100	0	0	0	0	0	0
1	0.17	0.16	0.14	0.49	0	0	200	200	0	0	0	0	0	0	0
1	0.16	0.2	0.11	0.22	0	0	0	100	0	100	0	0	0	0	0
2	0.37	0.25	0.31	0.62	0.25	75	75	75	75	0	0	0	0	0	0
2	0.41	0.27	0.29	0.65	0.33	0	50	50	0	0	0	0	0	0	0
3	0.4	0.26	0.28	0.71	0.28	0	100	100	100	0	0	0	0	0	0
3	0.37	0.32	0.32	0.62	0.22	75	75	75	75	0	0	0	0	0	0
2	0.31	0.96	0.93	0.32	0.47	60	60	80	60	40	60	60	80	60	40
2	0.33	0.95	0.91	0.25	0.43	100	100	100	100	100	100	100	100	100	100
3	0.36	0.92	0.63	0.31	0.37	0	200	200	200	0	0	200	200	200	0
3	0.29	0.96	0.89	0.27	0.39	0	100	100	100	0	0	100	100	100	0
0	0.36	0.38	0.29	0.64	0.23	0	0	0	200	100	0	0	0	0	0
0	0.31	0.4	0.34	0.62	0.22	60	60	60	60	60	60	60	60	60	60
0	0.38	0.45	0.41	0.5	0.24	50	60	90	50	50	0	0	0	0	0
0	0.42	0.48	0.56	0.34	0.17	0	100	100	0	0	0	0	0	0	0
0	0.45	0.47	0.66	0.67	0.18	20	20	25	25	10	0	0	0	0	0
0	0.27	0.5	0.49	0.53	0.22	30	50	10	10	0	0	0	0	0	0
0	0.35	0.5	0.71	0.35	0.23	0	50	0	50	0	0	0	0	0	0
0	0.3	0.37	0.41	0.47	0.26	0	100	100	0	100	0	100	100	0	100
0	0.31	0.4	0.49	0.55	0.21	100	0	0	0	0	0	0	0	0	0
0	0.35	0.39	0.4	0.77	0.21	0	50	50	50	50	0	0	0	0	0
0	0.33	0.49	0.46	0.58	0.21	0	0	0	100	0	0	0	0	0	0
0	0.33	0.51	0.52	0.68	0.23	60	60	60	60	60	0	0	0	0	0
0	0.42	0.51	0.48	0.59	0.23	20	140	0	20	20	0	0	0	0	0
0	0.31	0.38	0.52	0.59	0.16	0	100	70	100	30	0	0	0	0	0
0	0.36	0.36	0.38	0.73	0.18	40	0	160	0	0	0	0	0	0	0
0	0.39	0.47	0.57	0.78	0.17	10	10	20	10	150	0	0	0	0	0
0	0.35	0.47	0.54	0.73	0.24	0	20	30	40	10	0	0	0	0	0
0	0.34	0.46	0.39	0.65	0.22	40	40	40	40	40	0	0	0	0	0
0	0.26	0.42	0.37	0.42	0.17	0	150	0	150	0	0	0	0	0	0
0	0.4	0.5	0.47	0.58	0.28	20	30	30	100	20	0	0	0	0	0
0	0.33	0.43	0.36	0.44	0.2	0	0	100	0	0	0	0	0	0	0
0	0.3	0.47	0.66	0.54	0.2	10	70	70	0	50	0	0	0	0	0
0	0.29	0.39	0.46	0.58	0.24	0	100	100	100	0	0	0	0	0	0
0	0.44	0.51	0.58	0.73	0.24	0	50	50	50	50	0	0	0	0	0
0	0.38	0.5	0.44	0.65	0.14	50	150	0	0	0	0	0	0	0	0
0	0.35	0.39	0.41	0.64	0.26	20	20	10	50	0	0	0	0	0	0
0	0.28	0.3	0.42	0.63	0.29	0	50	30	10	10	0	0	0	0	0
0	0.38	0.44	0.63	0.4	0.18	10	10	50	30	0	0	0	0	0	0
0	0.24	0.38	0.51	0.61	0.12	0	50	0	50	0	0	0	0	0	0
0	0.25	0.43	0.58	0.49	0.26	100	0	100	0	100	0	0	0	0	0
1	0.35	0.37	0.33	0.43	0.24	0	30	40	20	10	0	0	0	0	0
1	0.4	0.5	0.68	0.47	0.23	20	20	20	20	20	0	0	0	0	0
1	0.32	0.5	0.53	0.73	0.21	20	50	50	70	10	0	0	0	0	0
1	0.33	0.48	0.43	0.63	0.25	0	10	0	0	90	0	0	0	0	0
1	0.28	0.49	0.46	0.62	0.18	70	70	100	30	30	0	0	0	0	0
1	0.39	0.49	0.63	0.38	0.26	0	100	100	50	50	0	0	0	0	0
1	0.31	0.47	0.68	0.52	0.23	0	0	60	20	20	0	0	0	0	0
1	0.31	0.36	0.32	0.75	0.24	10	110	20	40	20	0	0	0	0	0
1	0.38	0.5	0.54	0.39	0.22	100	50	50	0	100	0	0	0	0	0
1	0.34	0.36	0.46	0.66	0.18	30	0	20	20	30	0	0	0	0	0
1	0.32	0.46	0.49	0.48	0.14	20	30	30	100	20	0	0	0	0	0
1	0.4	0.49	0.45	0.38	0.23	40	200	20	20	20	0	0	0	0	0
1	0.39	0.47	0.57	0.47	0.14	10	70	50	20	50	0	0	0	0	0
1	0.25	0.34	0.4	0.65	0.17	0	80	70	0	50	0	0	0	0	0
1	0.35	0.38	0.43	0.5	0.24	50	50	0	50	50	0	0	0	0	0
1	0.3	0.38	0.5	0.49	0.2	40	40	40	70	10	0	0	0	0	0
1	0.3	0.46	0.41	0.56	0.27	100	100	0	0	100	0	0	0	0	0
1	0.39	0.46	0.48	0.49	0.18	0	30	20	10	40	0	0	0	0	0
1	0.28	0.43	0.49	0.53	0.27	10	80	10	70	30	0	0	0	0	0
1	0.36	0.45	0.44	0.59	0.26	0	50	50	50	50	0	0	0	0	0
2	0.37	0.42	0.47	0.56	0.15	20	30	30	100	20	0	0	0	0	0
2	0.35	0.49	0.69	0.59	0.23	50	10	10	10	20	0	0	0	0	0
2	0.22	0.27	0.22	0.55	0.14	100	0	70	0	130	0	0	0	0	0
2	0.28	0.31	0.35	0.56	0.15	10	30	30	0	30	0	0	0	0	0
2	0.29	0.49	0.6	0.89	0.26	0	20	20	20	40	0	0	0	0	0
2	0.34	0.44	0.39	0.66	0.2	10	10	10	60	10	0	0	0	0	0
2	0.32	0.5	0.6	0.58	0.25	0	100	0	100	0	0	0	0	0	0
2	0.35	0.45	0.58	0.6	0.18	60	30	60	100	50	0	0	0	0	0
2	0.3	0.46	0.52	0.54	0.22	0	110	90	30	70	0	0	0	0	0
2	0.36	0.42	0.61	0.61	0.26	80	80	100	30	10	0	0	0	0	0
3	0.36	0.52	0.64	0.34	0.18	100	40	0	20	40	0	0	0	0	0
3	0.32	0.37	0.29	0.54	0.25	120	0	0	0	80	0	0	0	0	0
3	0.3	0.45	0.42	0.39	0.22	30	30	60	50	30	0	0	0	0	0
3	0.4	0.49	0.45	0.73	0.17	0	10	10	0	80	0	0	0	0	0
3	0.3	0.38	0.35	0.75	0.22	0	0	100	0	0	0	0	0	0	0
3	0.29	0.49	0.59	0.36	0.23	50	20	10	10	10	0	0	0	0	0
3	0.3	0.38	0.54	0.68	0.2	100	50	50	50	50	0	0	0	0	0
3	0.37	0.41	0.42	0.94	0.24	70	10	10	80	30	0	0	0	0	0
3	0.32	0.49	0.69	0.45	0.18	20	90	0	80	10	0	0	0	0	0
3	0.37	0.45	0.43	0.52	0.18	50	0	130	0	20	0	0	0	0	0
3	0.4	0.43	0.42	0.7	0.25	0	0	10	90	0	0	0	0	0	0
3	0.28	0.5	0.48	0.5	0.23	10	10	10	10	60	0	0	0	0	0
3	0.37	0.44	0.52	0.7	0.17	0	80	10	10	0	0	0	0	0	0
3	0.39	0.44	0.52	0.61	0.23	0	20	50	30	0	0	0	0	0	0
3	0.32	0.38	0.53	0.78	0.24	60	10	100	40	90	0	0	0	0	0
3	0.31	0.49	0.44	0.73	0.28	20	30	30	100	20	0	0	0	0	0
3	0.38	0.52	0.66	0.38	0.2	0	100	0	80	20	0	0	0	0	0
3	0.34	0.41	0.41	0.51	0.23	20	20	0	0	60	0	0	0	0	0
3	0.36	0.44	0.44	0.59	0.27	0	100	0	100	0	0	0	0	0	0
3	0.32	0.38	0.39	0.95	0.14	20	80	80	10	10	0	0	0	0	0
0	0.2	0.23	0.24	0.27	0.12	0	0	0	0	100	0	0	0	0	0
0	0.23	0.26	0.2	0.21	0.11	0	40	0	0	160	0	0	0	0	0
0	0.12	0.18	0.2	0.27	0.09	0	0	0	100	100	0	0	0	0	0
0	0.17	0.21	0.22	0.2	0.09	0	0	20	30	150	0	0	0	0	0
0	0.18	0.26	0.3	0.25	0.08	0	0	0	0	100	0	0	0	0	0
0	0.14	0.21	0.24	0.28	0.11	50	0	0	0	50	0	0	0	0	0
0	0.14	0.21	0.25	0.23	0.08	0	100	0	0	100	0	0	0	0	0
0	0.12	0.19	0.13	0.24	0.1	0	0	0	0	200	0	0	0	0	0
0	0.19	0.24	0.26	0.23	0.11	20	50	40	40	50	0	0	0	0	0
0	0.14	0.21	0.19	0.19	0.1	0	70	0	0	130	0	0	0	0	0

#_individual_reservoir_types 4

#_individual_reservoir_characteristics_with_capacity_in_liters_in_the_last_column
0	200	0
201	500	1000
501	1000	5000
1001	5000	10000

#_min_concentration_c2	17
#_min_concentration_c3	146
#_max_concentration_c2	750
#_max_concentration_c3	1500

#_EDAR_polutant_concentration_limits
0.49	0.49	0.46	0.46	0.39

#_EDAR_capacity_per_day
170000

